,goals,assists,key_passes,xG,xA,time,shots,xGChain,xGBuildup,goals+assists,season,player
0,0,2,14,0.44150771666318184,1.4005922498181462,1260,9,5.337491977959871,4.293654579669237,2,2015,Ben Davies
0,1,1,15,0.23489779606461525,1.9234529361128807,1070,7,5.361792832612991,4.499813385307789,2,2016,Ben Davies
0,2,6,47,1.0200389912351966,3.7433261438272893,2325,18,10.470599573571235,7.816433597356081,8,2017,Ben Davies
0,0,0,9,0.23648990876972675,1.1951881758868694,1435,6,5.836939886212349,5.074649356305599,0,2018,Ben Davies
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2019,Ben Davies
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2020,Ben Davies
0,0,0,1,0.027532972395420074,0.12234421074390413,180,1,0.9587848037481308,0.8089075684547424,0,2014,Ashley Young
0,0,1,5,0.10623318701982498,0.6198902567848563,724,2,2.9667281191796064,2.433610973879695,1,2015,Ashley Young
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2016,Ashley Young
0,2,4,25,0.5293502481654286,3.2084422297775745,2097,14,9.258629374206066,8.459827719256282,6,2017,Ashley Young
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2018,Ashley Young
0,1,1,19,0.11649436317384242,2.158441424369812,1168,2,4.267223188653588,3.3224472422152758,2,2019,Ashley Young
0,1,3,17,1.2851103330031037,1.339382465928793,1102,11,4.207219198346138,2.176001161336899,4,2020,Ashley Young
0,0,0,2,0.013775902800261973,0.041075280867516994,333,1,0.31177753396332264,0.2980016265064478,0,2014,Vlad Chiriches
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2015,Vlad Chiriches
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2016,Vlad Chiriches
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2017,Vlad Chiriches
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2018,Vlad Chiriches
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2019,Vlad Chiriches
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2020,Vlad Chiriches
0,0,0,11,0.15568485297262669,0.9235878307372332,1309,6,3.9294675402343273,3.5314451679587364,0,2014,Kyle Walker
0,1,3,34,0.8762906417250633,4.270706508308649,2947,21,12.140321791172028,9.31025804206729,4,2015,Kyle Walker
0,0,3,25,0.25408073142170906,1.1351587316021323,1909,9,4.860181761905551,3.8928108643740416,3,2016,Kyle Walker
0,0,5,27,0.7181971846148372,4.786760708317161,2569,13,22.13649807497859,19.241025637835264,5,2017,Kyle Walker
0,1,1,21,0.7097666980698705,1.1456654430367053,2609,20,17.038093397393823,16.13003663159907,2,2018,Kyle Walker
0,1,4,19,1.3122367281466722,1.930935388430953,2365,14,17.075390741229057,15.341182686388493,5,2019,Kyle Walker
0,1,1,7,0.19106985069811344,0.4997862335294485,1816,9,9.516620639711618,9.132184281945229,2,2020,Kyle Walker
0,0,0,2,0.014618000015616415,0.1630745232105255,137,1,0.23992870748043058,0.22531071305274963,0,2014,Paddy McNair
0,0,0,1,0.036513980478048325,0.14083601534366608,48,1,0.20531757175922394,0.06448156386613846,0,2015,Paddy McNair
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2016,Paddy McNair
